Date,JDfrom0,Iprec,WindSp,WindDir,RelHum,AirT,CloudFactor
15/04/2016 02:00,736435.083333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 03:00,736435.125000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 04:00,736435.166667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 05:00,736435.208333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 06:00,736435.250000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 07:00,736435.291667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 08:00,736435.333333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 09:00,736435.375000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 10:00,736435.416667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 11:00,736435.458333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 12:00,736435.500000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
